	tweet	class
1227	theryanadams word bird	0
1228	theseanyv would help others handle uppers cripples plus moderation taken consideration bad	0
1229	theshoebible steamed greens hoes clean	0
1230	thetrackmamba gator bait	0
1231	gambit ha welcome washington state nashville serpas straight trash	0
1232	red sea shethetruththo say shit face bruh bitch gettin man u dont know business handle yo shit	1
1233	therealgeorgez pussy without guns bitch spic daddy even respect sperm drop moms stank pussy	1
1234	things flppl yankees like florida state floridians	0
1235	threehoez rip plate brownies large tea fries beans potato salad poboy	0
1236	tibaburger straight bench ned worldcup	0
1237	tielermlg psvch halfassed coming rescue retard licking dirty skidmarks internet guys fucktards	1
1238	titan ever yankees games radio good announcers	0
1239	titan ever yankees fans look back gary sheffield time team	0
1240	titan ever mets fan tried telling rivera best yankees time closer wtf	0
1241	towherever yellow sorry	0
1242	towherever yay im whitey	0
1243	toddirwin nfl forgetabout got february pennant race let go yanks	0
1244	tomcrean ill scream france tom iu iubb hoosiers creanandcrimson	0
1245	tom morehart cjc alive joshuatyl r bcs titles mil revenue great redneck conference ohio	0
1246	torn rose republican teabaggers jailed treason	0
1247	tretyler actually non english okiecops filthy white trash criminals	1
1248	tresharenee make games last season looked astros open yankees st april	0
1249	treybizzy thought would like cause chi yeah faggot	1
1250	treydoe hallderik tolife fag got pressed ground hang cleats n never put back think	0
1251	tweetfrmthesole entire pats bandwagon faggots	1
1252	twostarscoob good job tonight need eat crackers stop throwing	0
1253	tylercarboner hey leave abbey oh get job slope might move back cause id lose lots money buying tickets	0
1254	uberfacts studies show faggot	1
1255	udrewhendersonu nope super chocolatey yummy brownies	0
1256	universionrblx trash	0
1257	vnnforum marxist kikes promoted anti semitism creating film incentive promote enemies	0
1258	versanche faggots drive stick	1
1259	vexda go jerk lollis faggot	1
1260	victorb khshan yea live guess still got roofs fixed charlie jeanne	0
1261	victoria star haha monkey feet like real feet magical back smoothes every nook cranny tightness	0
1262	viewfromboxseat cunt	1
1263	vinniepolitan kill coons	1
1264	voiceofapatriot bird one god creatures	0
1265	whascameradan might really sure weird little bird said might possibility stay tuned maybe	0
1266	whsvgrantcruise birds feather stand peta stand sanity	0
1267	worstraplyrlcs everything jay z writes trash	0
1268	watch scenario yeah better play ya nigger	1
1269	wagz cold going around little hick town everyone know locked houses better week stay well	0
1270	wakeuppeeps read w slant orig statement said everything extreme comment made	0
1271	walmart fuck store bitch	1
1272	warriorrn mrgeology inferred tried ho nam dodged great leader	0
1273	webantonyt btw jim crow laws supported democrats republicans mlk republican fact	0
1274	web bow yes das def da problem teacher spear chucker woulda gt dose rite	0
1275	wendydavistexas gregabbott tx support illegals coming spreading disease among americans dream bitch	1
1276	wendydavistexas second add ruined new low picking cripple	0
1277	whosjuly faggot like side state	1
1278	williamfbrasky therandomboner feel warm fuzzies	0
1279	willstreakk tycff according place kitchen excuse take trash	0
1280	willstreakk tycff trash meant u lmaooo	0
1281	wimp w diesel yu forgot beat yall thats like garbage man calling janitor trash	0
1282	wizards dnd jimzub tranny dragons eh know people love	0
1283	woody afc mrgam r maniac x fuck outta faggot even fair	1
1284	wyattnuckels grizzboadams shut fuck fag ill beat shit outta	1
1285	wyattnuckels insecure much put insults one tweet fucking dumbass dude wreck faggot	1
1286	xanaxdreams beanies steal description u salty fake	0
1287	xxminijokerxx hate birds piss fact fly	0
1288	yankees marines daggone twins kick notch time beat yankees	0
1289	yankees good thing season firecashman	0
1290	yankees scores matter spring training man	0
1291	yankees fell asleep frizzle	0
1292	yankees go away already frizzle	0
1293	yankees kind saying braves make world series lol	0
1294	yankees probably time put twitter feed bed nyy	0
1295	yankees team sucks	0
1296	yankees ugh	0
1297	yaremisxo whatever neymar trash	0
1298	yeiiowbang hate faggot corny	1
1299	yeiiowbang yeah people know trash game limited showed late games portland	0
1300	yellabeautykc home coon	0
1301	yessme shay want poms back lmfao	0
1302	yessesmith born yellow	0
1303	youboysingreen hahaha made ya eat crow	0
1304	youngjeezy got feelin like trappin dead got ready call guala salute da truth seenitall seenitalltheautobiography	0
1305	yourdudeferg gay fags	1
1306	yungcofgoa yearsahaitian need start mcbob williams shoot let play bird	0
1307	yungrajee shit ill pay premium get away anything ass hoes	1
1308	zp little girl tom sawyer gets trapped cave along injun joe almost die injun joe dies find treasure	0
1309	zaneisclasker fuck r u talking told u going tell u nigga love white bitch gtf bro	1
1310	zohdaa fags	1
1311	zwaaad fag	1
1312	andrizzy aw drake sit corner cry listen lmfao pussy dick rider drakes cock taste faggot	1
1313	bdoe bro u trash zombies	0
1314	bradleyc skate trash skate goat dlc	0
1315	c parris picture makes look like serious fag justsayin lol	1
1316	dracheofficial tried always hit alt f eat mega stuffed oreos figure programs lol	0
1317	goldwhippp faggots old people people drive drunk people	1
1318	iamken fuck brett farve redneck ass stuckup give damn lol campus acting like shit	1
1319	iamken make team niggas trash lol	1
1320	jaelynbeeee somebody looks like die first tubes flappy bird lol	0
1321	lakers life tracy morgan sad comparison come try dwight howard accurate stupid monkey	0
1322	linsanity derrrrrrr st songs actually good compared trash shes showman omg	0
1323	nadiaxo fags	1
1324	soulsurvivor zakbauer dont problems zak seem like faggot http co nbfaarxvrp	1
1325	sparklelikezen saves brownie	0
1326	triggaplease kanyewest faggot	1
1327	turndowndre jordan grimes kushdaddycorr trob waddup true idk even convo dumb nigger attention whore	1
1328	turndowndre kushdaddycorr lmao stupid nigger	1
1329	xoxokelsey hell naw fuck bitches serves right	1
1330	black jesus yea forgot talkin degenerate faggot	1
1331	faggot	1
1332	hannerr faggot	1
1333	angelaaau hey fag	1
1334	cblaze barbod fcb oddbeast man bitch gonna damn thang u like got say unfollow	1
1335	dimejii know samklef said lie man guy think beast naija pop music trash wizkid	0
1336	elennamichelle nope stuck house full fucking niggers help escape	1
1337	icantmiss boys still got birds cage lol	0
1338	jeff hank lgreiner raycewarden bigjohn studd shut nigger	1
1339	n k nak status report making pit stop canada rape bitches	1
1340	shegotthis yellow rice black beans pork chop sis	0
1341	spenceyy sos scanger	0
1342	westwest yall phampel woohoo new black kill cracker babies panthers rescue racist trash thugs ferguson fergusonriot	1
1343	womanoverboard nigger	1
1344	aasthaxoxo oh shut mouth talkin morning fag	1
1345	abdullah omar comes guy whose sole qualification cm lucky sperm	0
1346	adnanespn houston top five ahl attendance aeros transplanted snow bird would love team	0
1347	aj amazing obispo ho big	0
1348	akarekt ladyvodkax go air bad air next brownie	0
1349	alberdough check cashing corner el cajon calwood across steer pollo loco	0
1350	aldofelix naw dude wish white trash	1
1351	alexissert leave dyke	1
1352	alexnolan claddos takutaneka regankelly ill give tip beware ugly birds hide behind massive lensed sunnies	0
1353	allsportsbruh qbs season trash brought veteran could someone play	0
1354	allsportsbruh say waste draft pick manziel mallet telling delete account retarded	1
1355	almuirsi probably yeah accounts personality handle though wear yellow suit puts points	0
1356	alyssawiens faggot	1
1357	amandabynes give clothes look like cute dyke	1
1358	amarierubio chink eyed	1
1359	andersondrlja sick self serving politicians standing bo trashes america wearerepublicnotregime impeachobama	0
1360	antiamnesty appsame whitehouse	0
1361	aravosis may jump u ball less dick wad conservative feminist disabled vet bitch wish u luck capital f dloesch	1
1362	ariennajanee mutual lil yellow bone	0
1363	ariennajanee thats youz yellow bone	0
1364	ashhruggiero happy birthday queer	1
1365	ashley smith colored contacts	0
1366	ashleyypat im trash ur trash since baes	0
1367	asiahh nah replied like literally everyone else called trash go check believe	0
1368	asshole king oh drafted gay ass come tv well u welcome redskins nation queers lot niggers	1
1369	asshole king pats owner kike	1
1370	asshole king pills nig last years like magic j nig hav died years ago first team draft gay	1
1371	atspace nigga hoes suck wayans brothers funny jamie foxx number	1
1372	aurabogado el negro	0
1373	austin farrar fucking queer faggot bitch	1
1374	awfulbot pig bird	0
1375	b ssladyre ate wees brownie seeing random cats	0
1376	b gsean lets say hellen keller makes better brownies	0
1377	bad boy six ksteven	1
1378	badshah ur pal stlabubadu threat apostate kufar cld cut ur neck w sword islam watch u squeal like bitch like daniel pearl	1
1379	baileymw sole reason come chipotle incase know keep good work babe	0
1380	ballzahoy cowboy killers	0
1381	basedgvbe trash	0
1382	beepbeepamanda today talk like pirate day absolutely nobody knew id charlie morton impersonation day	0
1383	beesands call white trash money	1
1384	bellaangeletti ud still fag lolz	1
1385	bellaangeletti ur fag	1
1386	beth steak either hurry brownies picture u posted made drool phone	0
1387	big msudawg oh state enjoy trailer trash sub par sports	0
1388	billyeichner since tomcruise hoser hi	0
1389	billyrunaway hope larger bird	0
1390	bitchdicknigga fucking nigger	1
1391	bitchkrieg like new avi twitter retarded shows cubs hat stalk profile show new one	1
1392	bitty boop oreo cookies sound wonderful	0
1393	blackrepublican long name change al memorabilia w redskins name deemed racist therby illegal	0
1394	blackymiles lol get yellow bleach stain use baking soda hydrogen peroxide paste stain throw washer	0
1395	blowme mean trash	0
1396	bnp overrun mongrels zog jews run countries want white man perish	1
1397	bocgeogaddi anepicname lmaooooo epic bird wins	0
1398	bonnoxxx haha bitch ima draw webb bullets round yo fuggin forehead beamthat bitch know reside	1
1399	bonnoxxx nah said fag	1
1400	boxingscene rpopbox bronzebomber boxing charlie z really need mental help check http co ckbs wczu	0
1401	brandondgk boards still tie dye ones monkey edition black silver newest ones	0
1402	brianabrazilian oh phone trash knew	0
1403	brianstelter took uber yesterday advertised ny taxis actually yellow taxi price uber	0
1404	brittbritt naay wexican	0
1405	britty jurgens music suggestion lil spook	0
1406	brrrrangadang nigga know damn well coon	1
1407	butterfliesblue heard green tea makes lose weight imma coon explains watermelon	0
1408	c ntact kevini bumcia trash smfh would thought would gone khan said makes sense	0
1409	c drew guessing players talking trash	0
1410	cakedjake laying rock around lake welcome join redneck workout muscles	0
1411	cambreezy thelittlefella spelled faggots e cool lol	1
1412	caraabastow cute fuzzy one hehehe	0
1413	caritoguey charcoal pre owned sole wear scuffs size cherry ds size	0
1414	carlybaejepsen trash	0
1415	carolinebakkk bumblebees	0
1416	carpedehope standing btw yellow lines	0
1417	caycifish monkey poor bottles	0
1418	caykelly madisonearhart u guys fags	1
1419	cgoodwoman stevenadamswv crystal probably person world interested poor black hillbilly jamaica poor white hillbilly wv idea	0
1420	chanelisabeth nigger music	1
1421	charlierose jdickerson racist norahodonnell texas trash gwbush came wh numb remember republicans stole election	0
1422	charlierose jdickerson racist norahodonnell tx trash comparison betwn pres obama n gwbush rt poll show supported	0
1423	charliesheen charlie please stop ole fart another	0
1424	charliesheen charlie im old lady ever say ugly things ur childrens mom get jus dont big hug	0
1425	charloosss keepitplur nicoleariel chug tall homegirl approve lol	0
1426	cheetahxcheeks lol trash would kept cute	0
1427	chemicalkidss bitch look like fucking white trash trailer park queen lookin man bear pig http co fqyxljyiet	1
1428	chris x nevadapr camels ostriches zebras see races vccamelraces	0
1429	chrisbickert want love gooks awesome get	0
1430	christianvansly haha shocked barca got yellow cards time	0
1431	chucktodd meetthepress walking little birds pitch doorstep singing sweet songs melodies pure true saying	0
1432	clangloisss hmu negro	0
1433	claraoswined cute love yellow raincoat contrast hair looks cute p love face icon	0
1434	cleggzta ho ho ho	0
1435	clinchmtn sixonesixband america today rule thumb doubt blame whitey	1
1436	cnnbrk let guess yellow cake crap different president	0
1437	coffincreepxx throw faggot word smh smh smh	1
1438	contrarian youtube yeah great song watching msg concert yankee stadium gig	0
1439	coughlan youre racist white people whigger anti racist codeword anti white	1
1440	craigcalcaterra hes behind plate game tonight az im looking buy red yellow balkamania shirt tear	0
1441	cryancarfield ever heard story birds bees	0
1442	cullenbunn maybe baylee ann tater pud nurse fester charlie chainsaws mama rot team next time punishermax	0
1443	cumkwats thank based pee slit	0
1444	cxslug never games obsessed angry birds took long ccs scared lol	0
1445	b idk trash though	0
1446	dabbba pinchehonkey far tell coon tracks cab door window tractor parked trees away home	0
1447	daggerbyte michaelsmartguy spacej pizzahut given rickety slant roof say like pizza shanty	0
1448	daishialopez could say thing woman two functioning chest tables hold peanut butter crackers	0
1449	danifreshh weird local ghetto school haha	0
1450	danram pussy science donaire via rachel spelling error	0
1451	dantoomey fuck faggot	1
1452	darealwalt jr see jig	0
1453	darrenburton take trash separate recyclables	0
1454	darthdanaa yes retard	1
1455	datachick humanity really needs get past whole slow stare scene accident ape mentality	0
1456	davidly many fuckin fags even get shouldnt allowed wallet whilst influence haha	1
1457	dchestnut shake head love trash talk	0
1458	delaney guinan faggot needs grow	1
1459	delaney guinan good job texting back faggot	1
1460	deno kaitlyninst ne reading coon	1
1461	densonkeith people followers followers truth still niggers outlook mind	1
1462	denytheprophecy thanks ignoring texts fag	1
1463	derek gatewood ghetto fool	0
1464	desamador gotta like n twins chug everyone	0
1465	dgardner yonifreedhoff sounds like hysteria bird flu years back lower mortality rate regular flu	0
1466	discordianslip hope fuzzy head doesnt tickle much	0
1467	dish	0
1468	dish answers	1
1469	djfeds suck dick tacos el negro better	1
1470	dminion kinda screwed guinea pigs experimenting taste instead got interesting results	0
1471	dolphrudager nope never taken neighbors actual stuff wifi acct info trash cans super easy	0
1472	dolphrudager one current yankee sells one current bosox sells one player l team sells teams yeah	0
1473	dolphrudager kids one queers	1
1474	drboycewatkins coons monkeys like disgust minstrel show negro crying shit time disgrace everywhere	1
1475	dreadywhiteboy jwanurebay kid sold brought back cooked brownie	0
1476	drew mailgal	1
1477	dustincmc kevinkillsthngs ghetto black	0
1478	dxum jordan trash	0
1479	egotheicon everytime pro teams gb tourneys get schmanged im fanboying im saying think u say trash	0
1480	egotheicon trash snd stars would scrape ur team snd pro teams	0
1481	eharmoniee first second third mistake hearing wus trash tho kinda wan give listen kinda dont	0
1482	eanahs nips	0
1483	ebomb cool beaners	0
1484	ebomb cool beaners got home ready keep couch floating away lol	0
1485	edouglas know feel wait perfect week would yanks getting lee gosox gopats	0
1486	edouglas quick game sox yanks hope get home soon	0
1487	edouglas sorry bout yanks earl uya like ws	0
1488	edouglas would yankees earl know win	0
1489	edwards cait ghetto driving nice car pay lot rent drive lexus pay little rent saying	0
1490	efethegoddess shirt trash leaving room mess	0
1491	ehasselbeck bi politics teaching pretend son b pussy son would lace jock strap	1
1492	el prietito lovexlilyy jigaboos aka homewreckers needs get blocked	1
1493	elchavaloko buckm se yeah sorry monkey team keeps kicking ppl waiting muh pizza	0
1494	elchavaloko toma eso negros panama	0
1495	elchavaloko pinche panamonos negros dan asco	0
1496	elchavaloko cares tbh ones shitty dirty argentino feather fisted nigger	1
1497	elise palmer im assuming mickey bubbles	0
1498	elise palmer sounds like gypos used time lived	0
1499	elise palmer youre cheating mickey bubbles	0
1500	elliottgianaris gook	0
1501	emilysteers wasp eggs	0
1502	emmysetter dayum saterlyt shoz un bayg ho ul	0
1503	ennuitimes clever monkey	0
1504	eonline kimkardashian kanyewest mr mrs trash	0
1505	erinscafe bu hate playa yankees hate yankees payroll hate dodgers	0
1506	erinscafe hate yankees though right feel like really good hating	1
1507	erinscafe hate cowboys yankees	0
1508	eruditetina orgleader hey revjjackson dont u get involved black black situations cause hate whitey b honest mikebrown	0
1509	fairflattaxnow morning joe joenbc hey teabagger law made felony keep collect records get facts straight	0
1510	fairflattaxnow discredited per government study good factual pay bills moocher teabaggers republicans	0
1511	fangsbites huge yankee fan enjoy http co tkm l ty	0
1512	fawfulfan bigkahuna alfranken birds feather go away	0
1513	femalejokerhoee yeah sucks like fags oh nevermind fags nfl	1
1514	fennecuskitsune got sole	0
1515	feverspell nyrkelsmads dgroupiegossip uk fag means cigarette faggot bundle sticks homo	1
1516	foreverschmoked vertical nip bars already horizontal ones think look hella cute	0
1517	forgivemehera also put touch ned chuck mix	0
1518	frankthetank jim mccloskey fran hillbilly virginia mountain man pre white anglo saxon beliefs frankensteinmd kikme	0
1519	fredabrahams brown moses saw actual tweet scanning jihadi accounts put screen shot aid workers r spies	0
1520	fucktyler fuck spear chucker	1
1521	fucktyler tyler makes think lil nigger baby hoodrats	1
1522	gabby moscato huntermoore would make great baby bird pic bruh	0
1523	garrett winker wow u hoe term women	1
1524	gayle ryan hate japs aint forgetting gettin japped either	1
1525	gellebeaux whatever hoe bitch fags beat yall sad asses	1
1526	genuinemitzi nonvictional fags	1
1527	geokthree literally told black sins face trash shop hooping	0
1528	georgiathenewsa rosaalbae tits may better looking face makes like asian latina tranny facts	1
1529	georgiathenewsa look like welfare bitch compared latinas date fuck need fashion makeup tips tbh	1
1530	gerfingerpoken job us prez protect us throw trash ebola er cost daniel money lives dog	0
1531	gezus maniac x bam se woody afc mean bro fucking faggot	1
1532	gezus die car accident faggot	1
1533	gifs http co j pwlaercu via teapot	0
1534	gln capotej think guinea pig okay	0
1535	godrocamora faggot	1
1536	goldietaylor thegrio puppets like intentionally forever cripple people ability unify eco political consensus	0
1537	goldiethegamma cloprestiwfan referring second put vick slot play trash	0
1538	goldnsilvercoin worst terrorists republican teabaggers	0
1539	goldnsilvercoin guys company best year ever obama conservative teabaggers scum	0
1540	gonzalez sassy ur sassy white trash change ur username	1
1541	greekkid tarasetmayer thewilldunne yes true reagan first ike wouldnt president supreme allied commander	0
1542	gregorious understand trash cans dumpsters everywhere wait till go somewhere one	0
1543	grinand btw happy birthday charlie get better soon	0
1544	grinand http www youtube com watch v lrtkaqjuc g stay safe charlie	0
1545	gundeathjournal ackdoc nra lax gun laws ur retarded murder bcuz one defend crooks guns	0
1546	gvvenivere learn type ya hillbilly	1
1547	hand tex drapermark humans evil man cutting tusks beautiful animals chinks think get hard	1
1548	hardball milbank chris stop angry bird spitting n dana go hail ur racial tendicies u infor carter rt n u never talk abt	0
1549	hardball hardball chris jimmy want talk trash would could chris stop talking spitting	0
1550	haylebopp diaval gets pass virtue mostly bird	0
1551	haylebopp last year explain queer theory acceptable academic term	0
1552	hayyllss merry christmas hun	0
1553	heavensenttynae nd kno much love clams lol	0
1554	heavensenttynae kno love stuffed clams bai	0
1555	hekterr stop half breed starting learn makes dumb ass	1
1556	hellootitty nigger	1
1557	heyrmbr probs fag vhia	1
1558	heyyayled repeat u white trash	1
1559	holmes yellow cake chocolate frosting	0
1560	holyh ker looks like pretty dyke	1
1561	hotzgeor kept border open disease central america lowest workforce part since carter yep real boon nc thomtillis	0
1562	hunterbuch kieffer jason sbsylvester u pull fucking retard	1
1563	hunterbuch kieffer jason sbsylvester yo fat ugly ass even pull ugly bitch school	1
1564	hxhsharingan make animal cracker taco	0
1565	inurselisa blackredsoxfan	1
1566	istandy chunky	0
1567	istricer hairy like monkey p	0
1568	iamkrause	0
1569	icpchad unseeingeyes monkey look like	0
1570	idkconstancio trash	0
1571	idochips honky tonk badonka ankh	0
1572	illbreatheyouin happy birthday faggot	1
1573	ilovemytroops senatortimscott see feel betrayed racism comes shocked call uncle tom bitter loser	0
1574	imdevincarlson trash	0
1575	imgooby funny trash	0
1576	imjoshdean hoser eh http co qulrtowmlb	0
1577	infidelpamelalc going blame black man since always blame whitey equal opportunity hater	1
1578	inthekcmix last planet apes kids minute	0
1579	intrepidokie nice lie teabagger want see make real like reagan conservative another huge lie	0
1580	iowahawkblog jjauthor davidmasciotra get past boot camp go active years see really daily liberal pussy	1
1581	iowahawkblog also recommend pack shiner bock hours brisket duty pit feeding oak coals	0
1582	itsjaylaaa eat shit nigga bitch turd bag dick beetle	1
1583	izziorizzi trash talker brah polite diplomatic court	0
1584	jaaaaaade see flipping bird	0
1585	jacobkesler ki kibaby adamdavis pick sc take us nip cr	0
1586	jacquebland weird see local yokel journalist get worked enough take pointed side though thought impartial	0
1587	jakiekoelewijn nigga bitch u fucking cracker get gay ass mentions	1
1588	jasonjwilde th incompletion slants looked like better options shame youth lack trust going	0
1589	jayswaggkillah fag	1
1590	jazqui partially glad say hi ho kermit frog slip kermit voice well	0
1591	jdickerson scottpelley bobschieffer racist ntx trash w norahodonnell hate see particular man wh n butler	1
1592	jeffgill hey teabagger bohner said got wanted sequester sound like moron everyone knows lying	0
1593	jennybaquing terms like honkey cracker peckerwood stereotypes white people fucking kids sisters racist sweet	1
1594	jermhudson lanele way dude fat diet twinkies devil breakfast tacos miss breakfast tacos	0
1595	jesseleesoffer totally smells like brownies every day walk work	0
1596	jessespector bird hats every hat	0
1597	jessespector bird hat hats hats beat	0
1598	jessicacassell find new hillbilly spiritweek	0
1599	jessitron bsilverstrim fact start profit university would sole requirement graduation	0
1600	jesslaw ha actually going see yankee game weird sounds uncle house nj hour away	0
1601	jesstoth could get matching burner phones ghetto fab months	0
1602	jimachterfeld joeo dan bernsein bernstine chi sox jew fag	1
1603	jmellor fag	1
1604	joeylattime mawson americ n thats rooting team hate banwagoning u retard u different favorite	1
1605	joeysulipeck myfoxmemphis minute red n yellow rent signs go reg ppl start selling n move	0
1606	joh guy love racism blame whitey everything	1
1607	jonsweethearts argie	0
1608	jordan luree natalieschroyer nat def shiner	0
1609	josephljenkins heard hillbilly grumblings bugs worse recent years mic shutdown	0
1610	joshbuddy blue cheese crackers intrigues repulses time	0
1611	joshgnf brana nv define ironbjk mrjstn oh shut faggot get disease overused twitter	1
1612	jrlikeswhisky zwithr stegosaurus hissed like snake pterodactyl sounded like crow rex like cross parrot elephant	0
1613	jsimsromance guy maine coon total cuddle bum every one ever met super friendly	0
1614	jumpmastere dmcgowen visitorvisiting retarded	1
1615	juniorshabidoo also nack autocorrect changed putting phone trash going sleep	0
1616	joshin fag	1
1617	justinhall	0
1618	k tempsss lol one flavor think yellow idk yea bomb	0
1619	kamkamluvsblk yeah one called race traitor lol	0
1620	karmendanielle aka wanna keep warm shoulda introduced coons	0
1621	karmendanielle let coons great dream	0
1622	karmendanielle u gotta slow coon hrs know love n hip hop lebron fake love quotes	1
1623	kate beckwith judge monkey	0
1624	kathleen herne stink shut hole perform tricks like good trained monkey	0
1625	kayliefarmer hey need foul language kike	0
1626	kaylonnnnn call trash	0
1627	kayt poor coon snow stopped wind would might nice well winter	0
1628	kboydee like worst lyrics post beautiful know talking trash	0
1629	kcsnowwhite samsaunders forget nappy headed butt ugly bitch married muslim	1
1630	keishagreyxxx beauty brownies always daydream hit powerball lol nerdy fun	0
1631	keltor wade nah dude mostly sound like faggot	1
1632	keno law clam chowder must served im bread bowls haha	0
1633	kenzieblake pretty easy actually cashier right eating animal crackers lolol	0
1634	kfocht nope got lucky washing slopes gonna make little rough combining feeling fortunate today	0
1635	khamillkilroy shy glizzy	0
1636	kiara curry know im kidding bet funny love blacks call eachother ignorant niggers makes	1
1637	kieffer jason zach smith nathanndevlin fuck still talking shit acting like pussy ass nigga	1
1638	kieffer jason bitch talking u stfu get page oh bitch nigga u bout life	1
1639	kieffer jason let say clearly since retarded ass understand	1
1640	kieffer jason would u know fuck exactly wtf got shut retarded ass	1
1641	kieffer jason lmao ur dad raised u bitch made nigga	1
1642	kieffer jason oh lame yo pussy ass show fuck u talking bout oh scary ass white boy	1
1643	kieffer jason oh grades say wise u stfu get twitter u box simple ass pussy boy	1
1644	kieffer jason fucking retared even funny bitch im going sleep u	1
1645	kiela g alright fag http co ht nmjj	1
1646	kilmeade foxandfriends mean crowd crows	0
1647	kincade mistaturk lmaooo call phone want birds migos voice	0
1648	kincade shut bitch spit	1
1649	kingxxlopez roberts fuckin fag smack shit outta	1
1650	kirstynehbu faggot	1
1651	kitlange stop oppressing heard free speech stop shoving lifestyle throat st amendment tcot teabaggers	1
1652	kitten nugget stfu dyke looking hoe	1
1653	kittty jpg steezeyflow nosfiend least im black bitch parents left mcdonalds parking lot born	1
1654	klejdys may hustlin studied critical race theory people holder getting revenge hate whitey	1
1655	kmdk beautifulmined	1
1656	krispy grizzboadams fucking gay faggot look gay ass pink shirt haha	1
1657	kristin better nig lol anything ill flip u something im tryna get cash	1
1658	ksecus give tankees mean yankees maybe next year	0
1659	ktpowers wendydavistexas ha ha ha good fat dyke	1
1660	kuczaaak tyg kris griff ghetto know anything sperrys vans	0
1661	kyleefagnola call cock blocking faggot	1
1662	lauramartyy wait n nick mick	0
1663	lcl slopes us bro hahaha	0
1664	lcl talking trash since	0
1665	lcxancilleri faggot	1
1666	leetreble quit bitching faggot happy cant see faggot family cry baby little girl crying parking lot aint man sissy	1
1667	leiacatherinexx hurt little faggot	1
1668	leighvl niggas probably watching like look uncle tom ass rasta	1
1669	leprechaun ie strong force leprechauns	0
1670	lillivonschtupp damage brazenmodels	1
1671	litigiousmind skipped running eating chips brownies	0
1672	littlelouie eh take hoser	0
1673	lloyd jjauthor petermickley	0
1674	lnsightful zt supreme uncr fted yopapi chulo omg plz stop calling idiot kindergarden fucking faggot	1
1675	longbongchris mk hun textith	0
1676	lord jonesss none business nigga get living lol stealing one bitches k	1
1677	louiev lol getting early bird catches worm	0
1678	louisck video made porn actress sexy capri anderson kissing video charlie sheen http co vth r via youtube	0
1679	lucas wright michaelgt faggots	1
1680	luchadora slavery prohibition letting women vote segregation jim crow laws etc etc day lol	0
1681	luvvida right around nig	1
1682	mafenske mock anything asked believed noah arc said mocking religion opinion	0
1683	maggie burdis nickgoldapp lmao dude probably biggest fag nebraska	1
1684	mah h stfu white trash	1
1685	maliktender gayer faggots bed together	1
1686	mallenokc royceyoung extra yellow	0
1687	mandaxll yellow even better	0
1688	marclamonthill mention called nigger wrong witch agree bossy wrong called pimp still ok	1
1689	mark mac sheppast rianscalia groves trash imo	0
1690	marylene sunflower shelliecorreia jan usa niggress thinks human	1
1691	matt chu ryanriehle agree take ethiopian starvin looking nigger ass back africa buyfoodlittleguy	1
1692	mayarsharkawi fake pics http co jtwuu cysr get tl u r dismissed muzzie darknight jewjitsugrl begbie efilnikcufecin	0
1693	mayormcginn usmayors senfeinstein white people need weapons defend subhuman trash sort unleashes us	0
1694	mayormcginn racial minorities criminally inclined much worry act color race traitor	1
1695	mdsaab lmaoo abo crusty hands	0
1696	megalexatron trash us another conference say goodbye	0
1697	megann make brownies	0
1698	megynkelly	0
1699	mesmart someone recently told local yokel going use twitter account damage yeah	0
1700	mflagginski live eye white trash hurricane milwaukie people use bikes bc dui save environment	1
1701	mfsasso jim crow laws segregation lynching laws anti womans suffrage laws amazing everyone doesnt want bring	0
1702	michaeldbirch else expect nigger lover	1
1703	michelle westt birds feather	0
1704	michigannews coaches dont put positions successful offensive struggles put gardner program trash	0
1705	michigannews wow thats great language coming hs coach sure role model trash like account	0
1706	mickeyhart lookin good mick	0
1707	midgetmadz shut dirty dirt trap limp knees ashy footed blue balls isolated hamster wheel nipples bitch	1
1708	mightyfar need stop picking ufcs trash though build fighters	0
1709	mike ray congratulations officially fucking retarded	1
1710	mikecheck favorite drink white trash everywhere	1
1711	milfmob yopapi chulo fight fucking obese niglet	1
1712	mimi sanabria really right bed put dam yellow starburst throws window	0
1713	mimiswagnotes ignorant cunt	1
1714	miquelpaniscus arcusgreatapes graspunep person actually holding ape paris sister	0
1715	miranda mills okay let fight ginger faggot	1
1716	mis sarahd basedpapi tranny	0
1717	mjs chingonabe well genos ultimate faggot	1
1718	mlvassallo oh really fags gross aids infected sick fuckers	1
1719	mobilesuitwaifu helmets destiny trash wish could rock invisible bubble instead hunters look like robocop	0
1720	moneydriven manylouboutins glad uncle another stupid faggot world hopefully next	1
1721	moneydriven see picture smoking man god disgraceful nig sir embarrassment	1
1722	moneypulatief globalriot nee dat na langdurig gepest worden zoals ik al zei kiem smoren ook vb voor kind hoe je moet optreden	0
1723	monicawarren pumprules bravo quality trash	0
1724	monkbent come bro bird stressful	0
1725	mr republicann chik fil hipotle trash taco bell give runs	0
1726	mrfoolycooly dont think celestial dragon killed	0
1727	mrgeology ignorant cement headed hillbilly said taxing cant fuckin read fucking knob gobbling douchebag	1
1728	mtmcly need monkey bars tricycle	0
1729	ncrusade godmaniac come wage us fag	1
1730	neemjemoeder svenstweet harry dillema wltrrr steek morele vinger maar j neus zelfde soort types bij nato stenigt vrouwen bosjes	0
1731	nhatty ice ers thank jackass zebras	0
1732	nosfiend faggot niggers	1
1733	npratc explains waving trash bags around heads	0
